"trial_type","trial_index","time_elapsed","internal_node_id","subject_id","study_id","session_id","rt","url","response","question_order","view_history","success","timeout","failed_images","failed_audio","failed_video","stimulus","block","trial_number","jar","bead","previous_bead","choice","correct","highH_score","lowH_score","state","rewarded","state1_action","state2_visited","state1_key","state2_key","state1_rt","state2_rt","two_arm_score","total_bonus"
"image-keyboard-response","2800","2229454","0.0-4.0-8.0-1.0-1.406","5e4898bd88257233536a65b5","635ab8fc87ce89828e04cd4e","635abff82cd4b651c01af48d","null","","null","","","","","","","","./tasks/HMM-beads/Images/WhiteBeadChoice.png","","","","","","","","","","","","","","","","","","",""
"image-keyboard-response","2801","2229959","0.0-4.0-8.0-1.0-2.406","5e4898bd88257233536a65b5","635ab8fc87ce89828e04cd4e","635abff82cd4b651c01af48d","null","","null","","","","","","","","./tasks/HMM-beads/Images/WhiteBeadChoiceCorrect.png","","","","","","","","","","","","","","","","","","",""
"image-keyboard-response","2802","2229993","0.0-4.0-8.0-1.0-0.407","5e4898bd88257233536a65b5","635ab8fc87ce89828e04cd4e","635abff82cd4b651c01af48d","1","","j","","","","","","","","./tasks/HMM-beads/Images/NewTrialWC.png","lowH","407","1","2","2","2","true","","","","","","","","","","","",""
"image-keyboard-response","2803","2230297","0.0-4.0-8.0-1.0-1.407","5e4898bd88257233536a65b5","635ab8fc87ce89828e04cd4e","635abff82cd4b651c01af48d","null","","null","","","","","","","","./tasks/HMM-beads/Images/WhiteBeadChoice.png","","","","","","","","","","","","","","","","","","",""
"image-keyboard-response","2804","2230802","0.0-4.0-8.0-1.0-2.407","5e4898bd88257233536a65b5","635ab8fc87ce89828e04cd4e","635abff82cd4b651c01af48d","null","","null","","","","","","","","./tasks/HMM-beads/Images/WhiteBeadChoiceCorrect.png","","","","","","","","","","","","","","","","","","",""
"image-keyboard-response","2805","2231055","0.0-4.0-8.0-1.0-0.408","5e4898bd88257233536a65b5","635ab8fc87ce89828e04cd4e","635abff82cd4b651c01af48d","250","","j","","","","","","","","./tasks/HMM-beads/Images/NewTrialWC.png","lowH","408","1","1","2","2","false","","","","","","","","","","","",""
"image-keyboard-response","2806","2231360","0.0-4.0-8.0-1.0-1.408","5e4898bd88257233536a65b5","635ab8fc87ce89828e04cd4e","635abff82cd4b651c01af48d","null","","null","","","","","","","","./tasks/HMM-beads/Images/WhiteBeadChoice.png","","","","","","","","","","","","","","","","","","",""
"image-keyboard-response","2807","2231864","0.0-4.0-8.0-1.0-2.408","5e4898bd88257233536a65b5","635ab8fc87ce89828e04cd4e","635abff82cd4b651c01af48d","null","","null","","","","","","","","./tasks/HMM-beads/Images/WhiteBeadChoiceWrong.png","","","","","","","","","","","","","","","","","","",""
"image-keyboard-response","2808","2232446","0.0-4.0-8.0-1.0-0.409","5e4898bd88257233536a65b5","635ab8fc87ce89828e04cd4e","635abff82cd4b651c01af48d","578","","j","","","","","","","","./tasks/HMM-beads/Images/NewTrialBC.png","lowH","409","1","1","1","2","false","","","","","","","","","","","",""
"image-keyboard-response","2809","2232751","0.0-4.0-8.0-1.0-1.409","5e4898bd88257233536a65b5","635ab8fc87ce89828e04cd4e","635abff82cd4b651c01af48d","null","","null","","","","","","","","./tasks/HMM-beads/Images/WhiteBeadChoice.png","","","","","","","","","","","","","","","","","","",""
"image-keyboard-response","2810","2233256","0.0-4.0-8.0-1.0-2.409","5e4898bd88257233536a65b5","635ab8fc87ce89828e04cd4e","635abff82cd4b651c01af48d","null","","null","","","","","","","","./tasks/HMM-beads/Images/WhiteBeadChoiceWrong.png","","","","","","","","","","","","","","","","","","",""
"image-keyboard-response","2811","2233535","0.0-4.0-8.0-1.0-0.410","5e4898bd88257233536a65b5","635ab8fc87ce89828e04cd4e","635abff82cd4b651c01af48d","275","","f","","","","","","","","./tasks/HMM-beads/Images/NewTrialBC.png","lowH","410","1","1","1","1","true","","","","","","","","","","","",""
"image-keyboard-response","2812","2233840","0.0-4.0-8.0-1.0-1.410","5e4898bd88257233536a65b5","635ab8fc87ce89828e04cd4e","635abff82cd4b651c01af48d","null","","null","","","","","","","","./tasks/HMM-beads/Images/BlackBeadChoice.png","","","","","","","","","","","","","","","","","","",""
"image-keyboard-response","2813","2234344","0.0-4.0-8.0-1.0-2.410","5e4898bd88257233536a65b5","635ab8fc87ce89828e04cd4e","635abff82cd4b651c01af48d","null","","null","","","","","","","","./tasks/HMM-beads/Images/BlackBeadChoiceCorrect.png","","","","","","","","","","","","","","","","","","",""
"image-keyboard-response","2814","2234670","0.0-4.0-8.0-1.0-0.411","5e4898bd88257233536a65b5","635ab8fc87ce89828e04cd4e","635abff82cd4b651c01af48d","322","","f","","","","","","","","./tasks/HMM-beads/Images/NewTrialBC.png","lowH","411","1","1","1","1","true","","","","","","","","","","","",""
"image-keyboard-response","2815","2235008","0.0-4.0-8.0-1.0-1.411","5e4898bd88257233536a65b5","635ab8fc87ce89828e04cd4e","635abff82cd4b651c01af48d","null","","null","","","","","","","","./tasks/HMM-beads/Images/BlackBeadChoice.png","","","","","","","","","","","","","","","","","","",""
"image-keyboard-response","2816","2235513","0.0-4.0-8.0-1.0-2.411","5e4898bd88257233536a65b5","635ab8fc87ce89828e04cd4e","635abff82cd4b651c01af48d","null","","null","","","","","","","","./tasks/HMM-beads/Images/BlackBeadChoiceCorrect.png","","","","","","","","","","","","","","","","","","",""
"image-keyboard-response","2817","2236223","0.0-4.0-8.0-1.0-0.412","5e4898bd88257233536a65b5","635ab8fc87ce89828e04cd4e","635abff82cd4b651c01af48d","706","","f","","","","","","","","./tasks/HMM-beads/Images/NewTrialBC.png","lowH","412","1","1","1","1","true","","","","","","","","","","","",""
"image-keyboard-response","2818","2236527","0.0-4.0-8.0-1.0-1.412","5e4898bd88257233536a65b5","635ab8fc87ce89828e04cd4e","635abff82cd4b651c01af48d","null","","null","","","","","","","","./tasks/HMM-beads/Images/BlackBeadChoice.png","","","","","","","","","","","","","","","","","","",""
"image-keyboard-response","2819","2237032","0.0-4.0-8.0-1.0-2.412","5e4898bd88257233536a65b5","635ab8fc87ce89828e04cd4e","635abff82cd4b651c01af48d","null","","null","","","","","","","","./tasks/HMM-beads/Images/BlackBeadChoiceCorrect.png","","","","","","","","","","","","","","","","","","",""
"image-keyboard-response","2820","2237517","0.0-4.0-8.0-1.0-0.413","5e4898bd88257233536a65b5","635ab8fc87ce89828e04cd4e","635abff82cd4b651c01af48d","482","","f","","","","","","","","./tasks/HMM-beads/Images/NewTrialBC.png","lowH","413","1","1","1","1","true","","","","","","","","","","","",""
"image-keyboard-response","2821","2237821","0.0-4.0-8.0-1.0-1.413","5e4898bd88257233536a65b5","635ab8fc87ce89828e04cd4e","635abff82cd4b651c01af48d","null","","null","","","","","","","","./tasks/HMM-beads/Images/BlackBeadChoice.png","","","","","","","","","","","","","","","","","","",""
"image-keyboard-response","2822","2238326","0.0-4.0-8.0-1.0-2.413","5e4898bd88257233536a65b5","635ab8fc87ce89828e04cd4e","635abff82cd4b651c01af48d","null","","null","","","","","","","","./tasks/HMM-beads/Images/BlackBeadChoiceCorrect.png","","","","","","","","","","","","","","","","","","",""
"image-keyboard-response","2823","2238974","0.0-4.0-8.0-1.0-0.414","5e4898bd88257233536a65b5","635ab8fc87ce89828e04cd4e","635abff82cd4b651c01af48d","644","","f","","","","","","","","./tasks/HMM-beads/Images/NewTrialBC.png","lowH","414","1","1","1","1","true","","","","","","","","","","","",""
"image-keyboard-response","2824","2239278","0.0-4.0-8.0-1.0-1.414","5e4898bd88257233536a65b5","635ab8fc87ce89828e04cd4e","635abff82cd4b651c01af48d","null","","null","","","","","","","","./tasks/HMM-beads/Images/BlackBeadChoice.png","","","","","","","","","","","","","","","","","","",""
"image-keyboard-response","2825","2239783","0.0-4.0-8.0-1.0-2.414","5e4898bd88257233536a65b5","635ab8fc87ce89828e04cd4e","635abff82cd4b651c01af48d","null","","null","","","","","","","","./tasks/HMM-beads/Images/BlackBeadChoiceCorrect.png","","","","","","","","","","","","","","","","","","",""
"image-keyboard-response","2826","2240013","0.0-4.0-8.0-1.0-0.415","5e4898bd88257233536a65b5","635ab8fc87ce89828e04cd4e","635abff82cd4b651c01af48d","226","","f","","","","","","","","./tasks/HMM-beads/Images/NewTrialBC.png","lowH","415","1","1","1","1","true","","","","","","","","","","","",""
"image-keyboard-response","2827","2240317","0.0-4.0-8.0-1.0-1.415","5e4898bd88257233536a65b5","635ab8fc87ce89828e04cd4e","635abff82cd4b651c01af48d","null","","null","","","","","","","","./tasks/HMM-beads/Images/BlackBeadChoice.png","","","","","","","","","","","","","","","","","","",""
"image-keyboard-response","2828","2240822","0.0-4.0-8.0-1.0-2.415","5e4898bd88257233536a65b5","635ab8fc87ce89828e04cd4e","635abff82cd4b651c01af48d","null","","null","","","","","","","","./tasks/HMM-beads/Images/BlackBeadChoiceCorrect.png","","","","","","","","","","","","","","","","","","",""
"image-keyboard-response","2829","2241438","0.0-4.0-8.0-1.0-0.416","5e4898bd88257233536a65b5","635ab8fc87ce89828e04cd4e","635abff82cd4b651c01af48d","611","","f","","","","","","","","./tasks/HMM-beads/Images/NewTrialBC.png","lowH","416","1","2","1","1","false","","","","","","","","","","","",""
"image-keyboard-response","2830","2241743","0.0-4.0-8.0-1.0-1.416","5e4898bd88257233536a65b5","635ab8fc87ce89828e04cd4e","635abff82cd4b651c01af48d","null","","null","","","","","","","","./tasks/HMM-beads/Images/BlackBeadChoice.png","","","","","","","","","","","","","","","","","","",""
"image-keyboard-response","2831","2242248","0.0-4.0-8.0-1.0-2.416","5e4898bd88257233536a65b5","635ab8fc87ce89828e04cd4e","635abff82cd4b651c01af48d","null","","null","","","","","","","","./tasks/HMM-beads/Images/BlackBeadChoiceWrong.png","","","","","","","","","","","","","","","","","","",""
"image-keyboard-response","2832","2242413","0.0-4.0-8.0-1.0-0.417","5e4898bd88257233536a65b5","635ab8fc87ce89828e04cd4e","635abff82cd4b651c01af48d","162","","j","","","","","","","","./tasks/HMM-beads/Images/NewTrialWC.png","lowH","417","1","1","2","2","false","","","","","","","","","","","",""
"image-keyboard-response","2833","2242717","0.0-4.0-8.0-1.0-1.417","5e4898bd88257233536a65b5","635ab8fc87ce89828e04cd4e","635abff82cd4b651c01af48d","null","","null","","","","","","","","./tasks/HMM-beads/Images/WhiteBeadChoice.png","","","","","","","","","","","","","","","","","","",""
"image-keyboard-response","2834","2243222","0.0-4.0-8.0-1.0-2.417","5e4898bd88257233536a65b5","635ab8fc87ce89828e04cd4e","635abff82cd4b651c01af48d","null","","null","","","","","","","","./tasks/HMM-beads/Images/WhiteBeadChoiceWrong.png","","","","","","","","","","","","","","","","","","",""
"image-keyboard-response","2835","2243518","0.0-4.0-8.0-1.0-0.418","5e4898bd88257233536a65b5","635ab8fc87ce89828e04cd4e","635abff82cd4b651c01af48d","255","","f","","","","","","","","./tasks/HMM-beads/Images/NewTrialBC.png","lowH","418","1","1","1","1","true","","","","","","","","","","","",""
"image-keyboard-response","2836","2243822","0.0-4.0-8.0-1.0-1.418","5e4898bd88257233536a65b5","635ab8fc87ce89828e04cd4e","635abff82cd4b651c01af48d","null","","null","","","","","","","","./tasks/HMM-beads/Images/BlackBeadChoice.png","","","","","","","","","","","","","","","","","","",""
"image-keyboard-response","2837","2244327","0.0-4.0-8.0-1.0-2.418","5e4898bd88257233536a65b5","635ab8fc87ce89828e04cd4e","635abff82cd4b651c01af48d","null","","null","","","","","","","","./tasks/HMM-beads/Images/BlackBeadChoiceCorrect.png","","","","","","","","","","","","","","","","","","",""
"image-keyboard-response","2838","2244510","0.0-4.0-8.0-1.0-0.419","5e4898bd88257233536a65b5","635ab8fc87ce89828e04cd4e","635abff82cd4b651c01af48d","179","","f","","","","","","","","./tasks/HMM-beads/Images/NewTrialBC.png","lowH","419","1","1","1","1","true","","","","","","","","","","","",""
"image-keyboard-response","2839","2244814","0.0-4.0-8.0-1.0-1.419","5e4898bd88257233536a65b5","635ab8fc87ce89828e04cd4e","635abff82cd4b651c01af48d","null","","null","","","","","","","","./tasks/HMM-beads/Images/BlackBeadChoice.png","","","","","","","","","","","","","","","","","","",""
"image-keyboard-response","2840","2245319","0.0-4.0-8.0-1.0-2.419","5e4898bd88257233536a65b5","635ab8fc87ce89828e04cd4e","635abff82cd4b651c01af48d","null","","null","","","","","","","","./tasks/HMM-beads/Images/BlackBeadChoiceCorrect.png","","","","","","","","","","","","","","","","","","",""
"image-keyboard-response","2841","2245678","0.0-4.0-8.0-1.0-0.420","5e4898bd88257233536a65b5","635ab8fc87ce89828e04cd4e","635abff82cd4b651c01af48d","356","","f","","","","","","","","./tasks/HMM-beads/Images/NewTrialBC.png","lowH","420","1","1","1","1","true","","","","","","","","","","","",""
"image-keyboard-response","2842","2245983","0.0-4.0-8.0-1.0-1.420","5e4898bd88257233536a65b5","635ab8fc87ce89828e04cd4e","635abff82cd4b651c01af48d","null","","null","","","","","","","","./tasks/HMM-beads/Images/BlackBeadChoice.png","","","","","","","","","","","","","","","","","","",""
"image-keyboard-response","2843","2246488","0.0-4.0-8.0-1.0-2.420","5e4898bd88257233536a65b5","635ab8fc87ce89828e04cd4e","635abff82cd4b651c01af48d","null","","null","","","","","","","","./tasks/HMM-beads/Images/BlackBeadChoiceCorrect.png","","","","","","","","","","","","","","","","","","",""
"image-keyboard-response","2844","2246800","0.0-4.0-8.0-1.0-0.421","5e4898bd88257233536a65b5","635ab8fc87ce89828e04cd4e","635abff82cd4b651c01af48d","308","","f","","","","","","","","./tasks/HMM-beads/Images/NewTrialBC.png","lowH","421","1","1","1","1","true","","","","","","","","","","","",""
"image-keyboard-response","2845","2247104","0.0-4.0-8.0-1.0-1.421","5e4898bd88257233536a65b5","635ab8fc87ce89828e04cd4e","635abff82cd4b651c01af48d","null","","null","","","","","","","","./tasks/HMM-beads/Images/BlackBeadChoice.png","","","","","","","","","","","","","","","","","","",""
"image-keyboard-response","2846","2247609","0.0-4.0-8.0-1.0-2.421","5e4898bd88257233536a65b5","635ab8fc87ce89828e04cd4e","635abff82cd4b651c01af48d","null","","null","","","","","","","","./tasks/HMM-beads/Images/BlackBeadChoiceCorrect.png","","","","","","","","","","","","","","","","","","",""
"image-keyboard-response","2847","2247870","0.0-4.0-8.0-1.0-0.422","5e4898bd88257233536a65b5","635ab8fc87ce89828e04cd4e","635abff82cd4b651c01af48d","257","","f","","","","","","","","./tasks/HMM-beads/Images/NewTrialBC.png","lowH","422","1","1","1","1","true","","","","","","","","","","","",""
"image-keyboard-response","2848","2248174","0.0-4.0-8.0-1.0-1.422","5e4898bd88257233536a65b5","635ab8fc87ce89828e04cd4e","635abff82cd4b651c01af48d","null","","null","","","","","","","","./tasks/HMM-beads/Images/BlackBeadChoice.png","","","","","","","","","","","","","","","","","","",""
"image-keyboard-response","2849","2248679","0.0-4.0-8.0-1.0-2.422","5e4898bd88257233536a65b5","635ab8fc87ce89828e04cd4e","635abff82cd4b651c01af48d","null","","null","","","","","","","","./tasks/HMM-beads/Images/BlackBeadChoiceCorrect.png","","","","","","","","","","","","","","","","","","",""
"image-keyboard-response","2850","2248910","0.0-4.0-8.0-1.0-0.423","5e4898bd88257233536a65b5","635ab8fc87ce89828e04cd4e","635abff82cd4b651c01af48d","228","","f","","","","","","","","./tasks/HMM-beads/Images/NewTrialBC.png","lowH","423","1","1","1","1","true","","","","","","","","","","","",""
"image-keyboard-response","2851","2249215","0.0-4.0-8.0-1.0-1.423","5e4898bd88257233536a65b5","635ab8fc87ce89828e04cd4e","635abff82cd4b651c01af48d","null","","null","","","","","","","","./tasks/HMM-beads/Images/BlackBeadChoice.png","","","","","","","","","","","","","","","","","","",""
"image-keyboard-response","2852","2249719","0.0-4.0-8.0-1.0-2.423","5e4898bd88257233536a65b5","635ab8fc87ce89828e04cd4e","635abff82cd4b651c01af48d","null","","null","","","","","","","","./tasks/HMM-beads/Images/BlackBeadChoiceCorrect.png","","","","","","","","","","","","","","","","","","",""
"image-keyboard-response","2853","2250014","0.0-4.0-8.0-1.0-0.424","5e4898bd88257233536a65b5","635ab8fc87ce89828e04cd4e","635abff82cd4b651c01af48d","291","","f","","","","","","","","./tasks/HMM-beads/Images/NewTrialBC.png","lowH","424","1","2","1","1","false","","","","","","","","","","","",""
"image-keyboard-response","2854","2250318","0.0-4.0-8.0-1.0-1.424","5e4898bd88257233536a65b5","635ab8fc87ce89828e04cd4e","635abff82cd4b651c01af48d","null","","null","","","","","","","","./tasks/HMM-beads/Images/BlackBeadChoice.png","","","","","","","","","","","","","","","","","","",""
"image-keyboard-response","2855","2250823","0.0-4.0-8.0-1.0-2.424","5e4898bd88257233536a65b5","635ab8fc87ce89828e04cd4e","635abff82cd4b651c01af48d","null","","null","","","","","","","","./tasks/HMM-beads/Images/BlackBeadChoiceWrong.png","","","","","","","","","","","","","","","","","","",""
"image-keyboard-response","2856","2251198","0.0-4.0-8.0-1.0-0.425","5e4898bd88257233536a65b5","635ab8fc87ce89828e04cd4e","635abff82cd4b651c01af48d","371","","f","","","","","","","","./tasks/HMM-beads/Images/NewTrialWC.png","lowH","425","1","1","2","1","true","","","","","","","","","","","",""
"image-keyboard-response","2857","2251502","0.0-4.0-8.0-1.0-1.425","5e4898bd88257233536a65b5","635ab8fc87ce89828e04cd4e","635abff82cd4b651c01af48d","null","","null","","","","","","","","./tasks/HMM-beads/Images/BlackBeadChoice.png","","","","","","","","","","","","","","","","","","",""
"image-keyboard-response","2858","2252048","0.0-4.0-8.0-1.0-2.425","5e4898bd88257233536a65b5","635ab8fc87ce89828e04cd4e","635abff82cd4b651c01af48d","null","","null","","","","","","","","./tasks/HMM-beads/Images/BlackBeadChoiceCorrect.png","","","","","","","","","","","","","","","","","","",""
"image-keyboard-response","2859","2252077","0.0-4.0-8.0-1.0-0.426","5e4898bd88257233536a65b5","635ab8fc87ce89828e04cd4e","635abff82cd4b651c01af48d","26","","f","","","","","","","","./tasks/HMM-beads/Images/NewTrialBC.png","lowH","426","1","1","1","1","true","","","","","","","","","","","",""
"image-keyboard-response","2860","2252381","0.0-4.0-8.0-1.0-1.426","5e4898bd88257233536a65b5","635ab8fc87ce89828e04cd4e","635abff82cd4b651c01af48d","null","","null","","","","","","","","./tasks/HMM-beads/Images/BlackBeadChoice.png","","","","","","","","","","","","","","","","","","",""
"image-keyboard-response","2861","2252885","0.0-4.0-8.0-1.0-2.426","5e4898bd88257233536a65b5","635ab8fc87ce89828e04cd4e","635abff82cd4b651c01af48d","null","","null","","","","","","","","./tasks/HMM-beads/Images/BlackBeadChoiceCorrect.png","","","","","","","","","","","","","","","","","","",""
"image-keyboard-response","2862","2253534","0.0-4.0-8.0-1.0-0.427","5e4898bd88257233536a65b5","635ab8fc87ce89828e04cd4e","635abff82cd4b651c01af48d","646","","f","","","","","","","","./tasks/HMM-beads/Images/NewTrialBC.png","lowH","427","1","1","1","1","true","","","","","","","","","","","",""
"image-keyboard-response","2863","2253837","0.0-4.0-8.0-1.0-1.427","5e4898bd88257233536a65b5","635ab8fc87ce89828e04cd4e","635abff82cd4b651c01af48d","null","","null","","","","","","","","./tasks/HMM-beads/Images/BlackBeadChoice.png","","","","","","","","","","","","","","","","","","",""
"image-keyboard-response","2864","2254342","0.0-4.0-8.0-1.0-2.427","5e4898bd88257233536a65b5","635ab8fc87ce89828e04cd4e","635abff82cd4b651c01af48d","null","","null","","","","","","","","./tasks/HMM-beads/Images/BlackBeadChoiceCorrect.png","","","","","","","","","","","","","","","","","","",""
"image-keyboard-response","2865","2254478","0.0-4.0-8.0-1.0-0.428","5e4898bd88257233536a65b5","635ab8fc87ce89828e04cd4e","635abff82cd4b651c01af48d","132","","f","","","","","","","","./tasks/HMM-beads/Images/NewTrialBC.png","lowH","428","1","2","1","1","false","","","","","","","","","","","",""
"image-keyboard-response","2866","2254783","0.0-4.0-8.0-1.0-1.428","5e4898bd88257233536a65b5","635ab8fc87ce89828e04cd4e","635abff82cd4b651c01af48d","null","","null","","","","","","","","./tasks/HMM-beads/Images/BlackBeadChoice.png","","","","","","","","","","","","","","","","","","",""
"image-keyboard-response","2867","2255287","0.0-4.0-8.0-1.0-2.428","5e4898bd88257233536a65b5","635ab8fc87ce89828e04cd4e","635abff82cd4b651c01af48d","null","","null","","","","","","","","./tasks/HMM-beads/Images/BlackBeadChoiceWrong.png","","","","","","","","","","","","","","","","","","",""
"image-keyboard-response","2868","2255807","0.0-4.0-8.0-1.0-0.429","5e4898bd88257233536a65b5","635ab8fc87ce89828e04cd4e","635abff82cd4b651c01af48d","516","","f","","","","","","","","./tasks/HMM-beads/Images/NewTrialWC.png","lowH","429","1","1","2","1","true","","","","","","","","","","","",""
"image-keyboard-response","2869","2256111","0.0-4.0-8.0-1.0-1.429","5e4898bd88257233536a65b5","635ab8fc87ce89828e04cd4e","635abff82cd4b651c01af48d","null","","null","","","","","","","","./tasks/HMM-beads/Images/BlackBeadChoice.png","","","","","","","","","","","","","","","","","","",""
"image-keyboard-response","2870","2256616","0.0-4.0-8.0-1.0-2.429","5e4898bd88257233536a65b5","635ab8fc87ce89828e04cd4e","635abff82cd4b651c01af48d","null","","null","","","","","","","","./tasks/HMM-beads/Images/BlackBeadChoiceCorrect.png","","","","","","","","","","","","","","","","","","",""
"image-keyboard-response","2871","2259918","0.0-4.0-8.0-1.0-0.430","5e4898bd88257233536a65b5","635ab8fc87ce89828e04cd4e","635abff82cd4b651c01af48d","3253","","f","","","","","","","","./tasks/HMM-beads/Images/NewTrialBC.png","lowH","430","1","1","1","1","true","","","","","","","","","","","",""
"image-keyboard-response","2872","2260222","0.0-4.0-8.0-1.0-1.430","5e4898bd88257233536a65b5","635ab8fc87ce89828e04cd4e","635abff82cd4b651c01af48d","null","","null","","","","","","","","./tasks/HMM-beads/Images/BlackBeadChoice.png","","","","","","","","","","","","","","","","","","",""
"image-keyboard-response","2873","2260727","0.0-4.0-8.0-1.0-2.430","5e4898bd88257233536a65b5","635ab8fc87ce89828e04cd4e","635abff82cd4b651c01af48d","null","","null","","","","","","","","./tasks/HMM-beads/Images/BlackBeadChoiceCorrect.png","","","","","","","","","","","","","","","","","","",""
"image-keyboard-response","2874","2260926","0.0-4.0-8.0-1.0-0.431","5e4898bd88257233536a65b5","635ab8fc87ce89828e04cd4e","635abff82cd4b651c01af48d","195","","f","","","","","","","","./tasks/HMM-beads/Images/NewTrialBC.png","lowH","431","1","2","1","1","false","","","","","","","","","","","",""
"image-keyboard-response","2875","2261230","0.0-4.0-8.0-1.0-1.431","5e4898bd88257233536a65b5","635ab8fc87ce89828e04cd4e","635abff82cd4b651c01af48d","null","","null","","","","","","","","./tasks/HMM-beads/Images/BlackBeadChoice.png","","","","","","","","","","","","","","","","","","",""
"image-keyboard-response","2876","2261735","0.0-4.0-8.0-1.0-2.431","5e4898bd88257233536a65b5","635ab8fc87ce89828e04cd4e","635abff82cd4b651c01af48d","null","","null","","","","","","","","./tasks/HMM-beads/Images/BlackBeadChoiceWrong.png","","","","","","","","","","","","","","","","","","",""
"image-keyboard-response","2877","2261854","0.0-4.0-8.0-1.0-0.432","5e4898bd88257233536a65b5","635ab8fc87ce89828e04cd4e","635abff82cd4b651c01af48d","115","","f","","","","","","","","./tasks/HMM-beads/Images/NewTrialWC.png","lowH","432","2","2","2","1","false","","","","","","","","","","","",""
"image-keyboard-response","2878","2262158","0.0-4.0-8.0-1.0-1.432","5e4898bd88257233536a65b5","635ab8fc87ce89828e04cd4e","635abff82cd4b651c01af48d","null","","null","","","","","","","","./tasks/HMM-beads/Images/BlackBeadChoice.png","","","","","","","","","","","","","","","","","","",""
"image-keyboard-response","2879","2262663","0.0-4.0-8.0-1.0-2.432","5e4898bd88257233536a65b5","635ab8fc87ce89828e04cd4e","635abff82cd4b651c01af48d","null","","null","","","","","","","","./tasks/HMM-beads/Images/BlackBeadChoiceWrong.png","","","","","","","","","","","","","","","","","","",""
"image-keyboard-response","2880","2263005","0.0-4.0-8.0-1.0-0.433","5e4898bd88257233536a65b5","635ab8fc87ce89828e04cd4e","635abff82cd4b651c01af48d","339","","f","","","","","","","","./tasks/HMM-beads/Images/NewTrialWC.png","lowH","433","2","2","2","1","false","","","","","","","","","","","",""
"image-keyboard-response","2881","2263310","0.0-4.0-8.0-1.0-1.433","5e4898bd88257233536a65b5","635ab8fc87ce89828e04cd4e","635abff82cd4b651c01af48d","null","","null","","","","","","","","./tasks/HMM-beads/Images/BlackBeadChoice.png","","","","","","","","","","","","","","","","","","",""
"image-keyboard-response","2882","2263814","0.0-4.0-8.0-1.0-2.433","5e4898bd88257233536a65b5","635ab8fc87ce89828e04cd4e","635abff82cd4b651c01af48d","null","","null","","","","","","","","./tasks/HMM-beads/Images/BlackBeadChoiceWrong.png","","","","","","","","","","","","","","","","","","",""
"image-keyboard-response","2883","2264158","0.0-4.0-8.0-1.0-0.434","5e4898bd88257233536a65b5","635ab8fc87ce89828e04cd4e","635abff82cd4b651c01af48d","340","","f","","","","","","","","./tasks/HMM-beads/Images/NewTrialWC.png","lowH","434","2","2","2","1","false","","","","","","","","","","","",""
"image-keyboard-response","2884","2264506","0.0-4.0-8.0-1.0-1.434","5e4898bd88257233536a65b5","635ab8fc87ce89828e04cd4e","635abff82cd4b651c01af48d","null","","null","","","","","","","","./tasks/HMM-beads/Images/BlackBeadChoice.png","","","","","","","","","","","","","","","","","","",""
"image-keyboard-response","2885","2265011","0.0-4.0-8.0-1.0-2.434","5e4898bd88257233536a65b5","635ab8fc87ce89828e04cd4e","635abff82cd4b651c01af48d","null","","null","","","","","","","","./tasks/HMM-beads/Images/BlackBeadChoiceWrong.png","","","","","","","","","","","","","","","","","","",""
"image-keyboard-response","2886","2265999","0.0-4.0-8.0-1.0-0.435","5e4898bd88257233536a65b5","635ab8fc87ce89828e04cd4e","635abff82cd4b651c01af48d","984","","j","","","","","","","","./tasks/HMM-beads/Images/NewTrialWC.png","lowH","435","2","2","2","2","true","","","","","","","","","","","",""
"image-keyboard-response","2887","2266303","0.0-4.0-8.0-1.0-1.435","5e4898bd88257233536a65b5","635ab8fc87ce89828e04cd4e","635abff82cd4b651c01af48d","null","","null","","","","","","","","./tasks/HMM-beads/Images/WhiteBeadChoice.png","","","","","","","","","","","","","","","","","","",""
"image-keyboard-response","2888","2266808","0.0-4.0-8.0-1.0-2.435","5e4898bd88257233536a65b5","635ab8fc87ce89828e04cd4e","635abff82cd4b651c01af48d","null","","null","","","","","","","","./tasks/HMM-beads/Images/WhiteBeadChoiceCorrect.png","","","","","","","","","","","","","","","","","","",""
"image-keyboard-response","2889","2267086","0.0-4.0-8.0-1.0-0.436","5e4898bd88257233536a65b5","635ab8fc87ce89828e04cd4e","635abff82cd4b651c01af48d","274","","j","","","","","","","","./tasks/HMM-beads/Images/NewTrialWC.png","lowH","436","2","2","2","2","true","","","","","","","","","","","",""
"image-keyboard-response","2890","2267390","0.0-4.0-8.0-1.0-1.436","5e4898bd88257233536a65b5","635ab8fc87ce89828e04cd4e","635abff82cd4b651c01af48d","null","","null","","","","","","","","./tasks/HMM-beads/Images/WhiteBeadChoice.png","","","","","","","","","","","","","","","","","","",""
"image-keyboard-response","2891","2267895","0.0-4.0-8.0-1.0-2.436","5e4898bd88257233536a65b5","635ab8fc87ce89828e04cd4e","635abff82cd4b651c01af48d","null","","null","","","","","","","","./tasks/HMM-beads/Images/WhiteBeadChoiceCorrect.png","","","","","","","","","","","","","","","","","","",""
"image-keyboard-response","2892","2268238","0.0-4.0-8.0-1.0-0.437","5e4898bd88257233536a65b5","635ab8fc87ce89828e04cd4e","635abff82cd4b651c01af48d","339","","j","","","","","","","","./tasks/HMM-beads/Images/NewTrialWC.png","lowH","437","2","1","2","2","false","","","","","","","","","","","",""
